id|utterance|description|emotion|date_created|status|gender|age|level|audio_recording|user_id
119|He was the star of the league.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {He} and {the star of the league}.|Angry|2022-06-03 13:20:36.992548|Complete|Female|20s|8|wavs/recorded_audio_r2shSgF.webm|3
120|The slab is today housed on the site within a metal cage.|Placing emphasis on {housed}, {within a metal cage} and {on the site}, {user_id} said {transcription}.|Sarcastic|2022-06-03 13:22:04.092087|Complete|Female|20s|4|wavs/recorded_audio_LVX5qyP.webm|3
121|By mid-December the estimated position was from Wrangel Island.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {the estimated position} and {Wrangel Island}.|Excited|2022-06-03 13:22:54.041079|Complete|Female|20s|8|wavs/recorded_audio_kfRkevY.webm|3
122|His family has operated a farm in Tulare County for three generations.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {farm} and {three generations}.|Sad|2022-06-03 13:23:33.897178|Complete|Female|20s|10|wavs/recorded_audio_vJLs0Zs.webm|3
123|He concludes that with his death, the galaxy has become a more dangerous place.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {with his death} and {dangerous place}.|Excited|2022-06-03 13:24:40.149988|Complete|Female|20s|8|wavs/recorded_audio_5zyOTaW.webm|3
124|This is an alternate form of regulation for the G subunit.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {alternate}, {of regulation} and {G subunit}.|Excited|2022-07-06 08:24:05.907556|Complete|Female|20s|8|wavs/recorded_audio_G0qvYkx.webm|3
125|It was an old car.|Placing emphasis on {was} and {old car}, {user_id} said {transcription}.|Sad|2022-06-03 13:26:26.308922|Complete|Female|20s|8|wavs/recorded_audio_0cAbXnW.webm|3
126|One swallow does not make a summer.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {does not make} and {summer}.|Excited|2022-06-03 13:27:09.163946|Complete|Female|20s|8|wavs/recorded_audio_zjyoKEz.webm|3
127|He was the son of Poseidon and Alope, Cercyon's daughter.|With a {emotion} voice, {user_id} said {transcription}.|Happy|2022-07-06 08:49:41.195077|Complete|Female|20s|4|wavs/recorded_audio_WtYEvaT.webm|3
128|These rivers are the haunts of the hippopotamus and the crocodile.|{user_id} said {transcription} With a {emotion} voice.|Neutral|2022-06-19 13:50:48.965932|Complete|Female|20s|0|wavs/recorded_audio_2xM09yx.webm|3
129|He was an unpopular king, and favoured his Fomorian kin.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {He} and {kin}.|Sad|2022-06-19 13:52:05.887072|Complete|Female|20s|7|wavs/recorded_audio_BKF3Ufv.webm|3
130|Take care of the pence and the pounds will take care of themselves.|Placing emphasis on {Take care}, {pence} and {will take care of themselves}, {user_id} said {transcription}.|Angry|2022-06-03 13:30:52.593671|Complete|Female|20s|9|wavs/recorded_audio_hMzoUtW.webm|3
131|They are used in manufacturing of active paste for lead acid batteries.|{user_id} said {transcription} With a {emotion} voice.|Sarcastic|2022-06-03 13:32:47.346463|Complete|Female|20s|4|wavs/recorded_audio_eIIbZXF.webm|3
132|Also several bus-boarding stands are available at the apron.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Also} and {available at the apron}.|Disgust|2022-06-03 13:33:19.764979|Complete|Female|20s|5|wavs/recorded_audio_QDjMoIJ.webm|3
133|The site of Alnesbourne Priory is close to Nacton.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {site of Alnesbourne Priory} and {Nacton}.|Surprised|2022-06-03 13:34:51.766095|Complete|Female|20s|5|wavs/recorded_audio_nSnEHQj.webm|3
134|And then things happened very swiftly.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {swiftly}.|Surprised|2022-06-03 13:36:06.115907|Complete|Female|20s|4|wavs/recorded_audio_O0kWKhg.webm|3
135|During World War One Itala had built Hispano-Suiza aircraft engines under license.|{user_id} said {transcription} With a {emotion} voice.|Sarcastic|2022-06-03 13:39:31.093321|Complete|Female|20s|4|wavs/recorded_audio_InsuicG.webm|3
136|A moderator of presbytery is elected for a six-month term.|Placing emphasis on {a six-month term}, {user_id} said {transcription}.|Disgust|2022-06-03 13:40:20.054128|Complete|Female|20s|5|wavs/recorded_audio_OoC7nKT.webm|3
137|The municipality comprises the towns of Kruishoutem proper, Nokere and Wannegem-Lede.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Kruishoutem proper, Nokere and Wannegem-Lede}.|Excited|2022-06-03 13:50:24.978347|Complete|Female|20s|10|wavs/recorded_audio_9f7I8q2.webm|3
138|Generally, the loan would not exceed two thirds of the object's value.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {loan} and {two thirds}.|Surprised|2022-06-03 13:51:22.318330|Complete|Female|20s|6|wavs/recorded_audio_UtfzVkq.webm|3
139|What were you talking drivel about?|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {drivel about}.|Angry|2022-06-03 13:51:44.434534|Complete|Female|20s|7|wavs/recorded_audio_aR3Tczf.webm|3
140|I generally sit indoors and listen to the wireless.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {sit indoors}.|Sarcastic|2022-06-03 13:52:28.269670|Complete|Female|20s|4|wavs/recorded_audio_fxWrRon.webm|3
141|How did you produce this?|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {did} and {produce this}.|Disgust|2022-06-03 13:53:23.413788|Complete|Female|20s|6|wavs/recorded_audio_NVGC6DE.webm|3
142|Causeways have long balustrades formed by bodies of the seven-headed Naga serpent.|Placing emphasis on {bodies} and {seven-headed Naga serpent}, {user_id} said {transcription}.|Surprised|2022-06-03 13:58:37.929339|Complete|Female|20s|6|wavs/recorded_audio_PatWW7X.webm|3
143|That aroused suspicion the next day after Lincoln was assassinated.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {aroused suspicion}, {the next day} and {assassinated}.|Angry|2022-06-03 13:59:26.225325|Complete|Female|20s|8|wavs/recorded_audio_OYxoqti.webm|3
144|The second section lists member states and their central banks that maintain separate currencies.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {The second section} and {separate currencies}.|Sarcastic|2022-06-03 14:03:50.984175|Complete|Female|20s|4|wavs/recorded_audio_je9UHWy.webm|3
145|The Muni Metro J-Church streetcar line runs through the park along its western border.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Muni Metro}, {through the park} and {western border.}.|Surprised|2022-06-03 14:05:00.305358|Complete|Female|20s|6|wavs/recorded_audio_MfLCkUD.webm|3
146|The union is known for its opposition to abortion, euthanasia and same-sex marriage.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {opposition} {euthanasia} and {and}.|Excited|2022-06-03 14:06:34.611886|Complete|Female|20s|8|wavs/recorded_audio_t1DytfA.webm|3
147|This text addresses the planar cosmology of the game universe.|{user_id} said {transcription} With a {emotion} voice.|Sad|2022-06-03 14:08:06.481260|Complete|Female|20s|7|wavs/recorded_audio_AzngQPa.webm|3
148|Kyle demands that Pat strip naked, but Pat runs off into a Ween concert.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Kyle demands}, {strip naked} and {Ween}.|Disgust|2022-06-03 14:08:47.712435|Complete|Female|20s|5|wavs/recorded_audio_0bJpmSM.webm|3
149|If we go past a certain line, they say they will arrest us.|Placing emphasis on {past a certain line} and {they say}, {user_id} said {transcription}.|Excited|2022-06-03 14:09:16.439152|Complete|Female|20s|7|wavs/recorded_audio_xLi779t.webm|3
150|We all hope I am right.|{user_id} said {transcription} With a {emotion} voice.|Surprised|2022-06-03 14:09:52.848075|Complete|Female|20s|5|wavs/recorded_audio_5ClQ8qN.webm|3
151|Beg was also subsequently used as a military rank in the Ottoman Empire.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {military rank}.|Sad|2022-06-19 13:55:18.175001|Complete|Female|20s|8|wavs/recorded_audio_NKtu2TB.webm|3
152|And his sisters are charming women.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {sisters} and {charming women}.|Angry|2022-06-03 14:13:16.569303|Complete|Female|20s|8|wavs/recorded_audio_y4lED35.webm|3
153|"He has co-authored a book on the sport with Margaret Varner Bloss titled ""Badminton""."|In an {emotion} voice, {user_id} says {transcription}. emphasising on {co-authored}, {Margaret Varner Bloss} and {Badminton}.|Disgust|2022-06-19 13:56:19.232242|Complete|Female|20s|5|wavs/recorded_audio_wHScvb4.webm|3
154|The company hired freelance game programmers that received royalties for their creations.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {freelance game programmers} and {creations}.|Surprised|2022-06-03 14:15:07.426175|Complete|Female|20s|6|wavs/recorded_audio_YTbyBUX.webm|3
155|Similar to a tinel sign digital palpitation of the ischial spine may produce pain.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {spine}.|Sad|2022-06-19 14:00:06.808533|Complete|Female|20s|8|wavs/recorded_audio_5q6h6UP.webm|3
156|He was decorated with the Order of the Golden Kite, Fourth Class, in October.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Order}, {Golden Kite} and {Fourth Class}.|Happy|2022-06-03 14:17:53.250000|Complete|Female|20s|2|wavs/recorded_audio_NNCkbHT.webm|3
157|The village's current mayor is Davy Ginn.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {village's}, {mayor} and {Davy Ginn}.|Excited|2022-06-03 14:18:55.464633|Complete|Female|20s|7|wavs/recorded_audio_P690l70.webm|3
158|The capital city is also called Cabinda.|Placing emphasis on {capital city} and {Cabinda}, {user_id} said {transcription}.|Sad|2022-06-03 14:20:34.180164|Complete|Female|20s|6|wavs/recorded_audio_vX14sQp.webm|3
159|At this point in time, the spread will close.|{user_id} said {transcription} With a {emotion} voice.|Sarcastic|2022-06-03 14:22:23.652896|Complete|Female|20s|2|wavs/recorded_audio_5fEV5hj.webm|3
160|That series was also short-lived and cancelled after two seasons.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {short-lived} and {cancelled after two seasons}.|Sad|2022-06-19 14:00:58.620961|Complete|Female|20s|7|wavs/recorded_audio_cUqz8y8.webm|3
161|It is the youth wing of the National Coalition Party.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {youth wing}, {National Coalition Party}.|Sarcastic|2022-06-19 14:03:10.242159|Complete|Female|20s|3|wavs/recorded_audio_VP1AW1l.webm|3
162|McLevy was a member of the conservative wing of the Socialist Party.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {McLevy}, {conservative} and {Socialist Party}.|Surprised|2022-06-03 14:24:44.681022|Complete|Female|20s|5|wavs/recorded_audio_wlmeikQ.webm|3
163|He lived in Roanoke, Virginia, United States.|{user_id} said {transcription}.|Sarcastic|2022-06-03 14:25:58.904773|Complete|Female|20s|2|wavs/recorded_audio_kanN8xc.webm|3
164|Prudent navigation relies on no single technique but instead synthesizes position from multiple inputs.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Prudent navigation} and {no single technique}.|Happy|2022-06-03 14:26:56.695429|Complete|Female|20s|2|wavs/recorded_audio_AugOMHb.webm|3
165|Pedestrians and cyclists are expressly forbidden from using the tunnel.|With a {emotion} voice, {user_id} said {transcription}.|Happy|2022-06-19 14:03:49.512516|Complete|Female|20s|2|wavs/recorded_audio_vro9eoT.webm|3
166|"The party has an Arabic publication, ""Al Mounataf""."|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Arabic} and {Al Mounataf}.|Disgust|2022-06-03 14:30:18.742729|Complete|Female|20s|5|wavs/recorded_audio_d80ocWY.webm|3
167|He was defeated by Durbin in the November election.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Durbin} and {November}.|Disgust|2022-06-03 14:31:06.171270|Complete|Female|20s|3|wavs/recorded_audio_g6a5vG1.webm|3
168|Winters compare to those of interior Alabama, Mississippi, and Georgia.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {interior Alabama} and {and Georgia}.|Excited|2022-06-03 14:32:35.794868|Complete|Female|20s|7|wavs/recorded_audio_3OfNWcH.webm|3
169|This is now the site of the Hewlett Packard offices in Sydney.|In an {emotion} voice, {user_id} says {transcription}.|Sad|2022-06-03 14:34:28.267681|Complete|Female|20s|7|wavs/recorded_audio_VGp1NFy.webm|3
170|Several notable naval engagements occurred off the Halifax station.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Several}, {notable}, {naval} and {Halifax station}.|Excited|2022-06-03 14:35:00.679372|Complete|Female|20s|7|wavs/recorded_audio_aOwfvmJ.webm|3
171|Several names were suggested for this specimen.|{user_id} said {transcription} With a {emotion} voice.|Neutral|2022-06-03 14:35:29.957196|Complete|Female|20s|0|wavs/recorded_audio_CSHw1MY.webm|3
172|He would often read the Bible while tripping.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {while tripping}.|Excited|2022-06-03 14:36:22.306648|Complete|Female|20s|7|wavs/recorded_audio_hfuMv9Y.webm|3
173|Out of the report came the Parker Morris Standards.|{transcription} said {user_id} in a {emotion} voice.|Neutral|2022-06-19 14:04:42.446309|Complete|Female|20s|0|wavs/recorded_audio_opWXPFw.webm|3
174|Some speak the highland version of Oaxacan Chontal.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {speak} and {Oaxacan Chontal}.|Surprised|2022-06-03 14:41:33.428529|Complete|Female|20s|3|wavs/recorded_audio_1XeReJj.webm|3
175|What is the best route to my destination?|Placing emphasis on {best route} and {destination}, {user_id} said {transcription}.|Excited|2022-06-03 14:42:45.333515|Complete|Female|20s|6|wavs/recorded_audio_p0x7X7T.webm|3
176|He looked like one who had passed through an uncomfortable hour or two.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {passed through} and {uncomfortable hour or two}.|Angry|2022-06-03 14:44:04.275092|Complete|Female|20s|8|wavs/recorded_audio_6iONTuF.webm|3
177|He had no idea what inter alia meant.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {no idea} and {inter alia meant}.|Angry|2022-06-03 14:45:02.446952|Complete|Female|20s|8|wavs/recorded_audio_aWse4Hc.webm|3
178|The old village is still distinctly visible, surrounding the old white village church.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {old village}, {distinctly visible}, {surrounding} and {white village church}.|Disgust|2022-06-03 14:46:40.130470|Complete|Female|20s|5|wavs/recorded_audio_mJA8v4l.webm|3
179|He was educated at Harrow School and Trinity College, Cambridge.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Cambridge}.|Sarcastic|2022-06-19 14:05:31.356904|Complete|Female|20s|2|wavs/recorded_audio_qEEhlex.webm|3
180|This spelling came to be used for the river as well.|Placing emphasis on {This spelling } and {river as well}, {user_id} said {transcription}.|Angry|2022-06-03 14:51:06.750535|Complete|Female|20s|8|wavs/recorded_audio_HVmrp2p.webm|3
181|Setbacks are generally set in municipal ordinances or zoning.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Setbacks}, {or} and {municipal}.|Disgust|2022-06-03 14:55:32.416706|Complete|Female|20s|5|wavs/recorded_audio_EmZxZn3.webm|3
182|Briant and his deputies.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Briant} and {his deputies}.|Angry|2022-06-19 14:06:07.652948|Complete|Female|20s|7|wavs/recorded_audio_3paUWu5.webm|3
